uid,log_type,is_malicious,tactic,technique_id,technique_name,incident_id,priority
CMBWlkigXC8Zv4XK,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CZ5O15ZaDenprFR1,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CjUe1i59hpMDQgOW,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CAHechF8a6x6EGLn,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CFEhpA0sajpo81AO,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cv83X6n7SMqNwJaF,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CgJxjEWd1ILWaFNg,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CWAEluiOLA1Qane2,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CeeK8lZJuranCAR5,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ctbtlq0LvfvdDrHG,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C3G7vl25P6G6cQ6J,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CeKXDFC6VrPbZDZj,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CQL98hlhQc7022hb,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CNl0vdkGTtdFLmyG,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CEe2lcfuLNIVrA3g,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C8CSbZhZoQ2Sqx0A,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CIxBDTXBialSsIQJ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
ClV6QPDGPx4p8upF,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CURG0qiRjjOOSSKg,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cv1tcAh2lr3t5feM,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C3BrIDQxDhnvGLkU,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cd84Aa264ni7vKEx,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CvPgZ100flyOaz0t,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CCJP6kidzu76eIYQ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cg5K8Zu6Shr5ThKf,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ca4HD5pXg3ZZiWlE,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CmdsD6PMZqF5MY6d,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSocSsti817E2zVl,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CFTAKdNkgGMU3D1k,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CNwwwYtAcJbC1dgK,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CaseO9aCf30E4zR3,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
ClkIFRrrF6Bz6Ee1,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CFUp8mvlY8Uvbclj,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CRXjQNDlAeGJBE3h,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CYZetzqVLdCvaw21,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CfAD1wpa6BnRGpDQ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cb12Rsk6fEs5dnH5,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C7cjZ41OiA3lSG8h,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CynWEJZ84ig90f1l,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cfbgip4Djmnnhc4p,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CMMKBKU19tsAiwXL,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9xMeSdgqIueTZ1o,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CWv4FMkpVq21lLjo,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CiJBMw6USed2cRfq,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CGgIy2NE8qDo6V8P,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CF0d6lkWgpfrS4DI,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CeLIuF7gPGXwrl0x,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CI4tNr7P2anNOtCc,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cf4UP26l6ms21SE7,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ccx9h5YOaQxuTpBi,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C7tjHn2QChlMrGEF,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C1GVFoFnRWNyJEFY,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CAP1Jncr3ts7Sl4C,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C7yCiKbofQrqBsjy,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CrJJYDXok0oAi08C,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CIQCIgG8NFlei3JJ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C7yoswgqwNtCqaIR,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C084mR5N1sHeQpZ9,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CLSdhTiXir62i9iu,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CxgBExr5o5U7d512,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CQcb6FVoFNS17IKk,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cce8mq4aMCabDt0Q,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ca0sTDgIUoJmULLZ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CwXpFZOlBYzmuDp3,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CVXS1Cftlssjw9Pj,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CwUuuNXuXIbana2b,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CnUguZgaCOfF4MWH,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CUvEKjlldggpjSPD,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C00tse3Uo4EUdBgQ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CQUFerc5AXEljsqS,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CcStzDWHpcCsxtJi,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C58Wh3ESJv77lo6o,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6n92VLXpg4Bdnb8,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C37AoQ09YOdRvHec,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C4UUz4OwAlp5uEKZ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CEENY15JRkSIhwGJ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C4YXUjRlc6qCZp73,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CVGGG78bxcmke6i7,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CxzNso8eceUYuBzn,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CKjXSf1YvYAbeNdV,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CHZmhYQRtngRSmjw,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CS6tdYkh2bYqJ0Fk,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CFRvtaHDbLsl05Sg,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CICsZyPxoKIPDeYb,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CnH1Kt7zEz4EGTS0,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C7dVZRLpzWXdZqKB,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CC7JEKc8kX3j0KOK,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CQcBxt6MjgGSWqPT,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
COvfJkU8v1ErZi6w,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CPYdy0DtHtzGbInm,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CZJnbb7j214930q0,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CZrkFzFds7fKzuIz,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSq3eWAl09XKiuqI,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ct4kfoG5g1Gqwgw7,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CTQyFuRoBQpXpwgv,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CZYv0JkBfd1vKk5u,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CERBIsAQNMnHsGgr,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cz65tGYKWZ205T6y,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CXInB8v93472C9y7,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cb3QYhDg0gPshhxU,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CKEDwQRsWkr3kRgf,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CXWYARfphIsl7FUS,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CU4xTWi9QFXlphSc,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CyLtlhBMs2ZgO3DF,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CWARHPsSIqgCd578,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cp4N3cYiKKrHLxUR,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CqB6OIgc6rStWt9s,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CK8R1kWOhaDvzEGz,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cu8CSoEipdm1LKtd,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C7hmMPY994ymGyh4,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CykM4Ak1jQmMU0QX,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cc8bRsoCMRPcAxAg,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CpNRlwS1eWoWIT81,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CkILlTfU2fso3yQW,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CwtGZosgbcy9HWYe,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CaplRyuQOkuEzb1A,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CUjaIW3ZMQBvWdyh,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CcFwICCCpfAmjGbB,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CYDIlygrAvuNOGcx,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cix8Xb1LZkd2IbSI,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9Qpc8cfHxcYFxAX,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C74LfnTBIueYUd9n,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C2b5YRPD9ZEjeet9,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CqFnezphZprbVRgx,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C4mmMc7EiMgoH58R,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSqQeaE7nu5NJKPa,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cc5ZsWTrmCeXh7WZ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C0VXJ25gtDigy7M1,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CWSxT4BMFytRKBRZ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CeIQRnoh448iRjsm,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CHjRZjdOevOfje28,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CxLGC9hKeazIzu56,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CtihpNwHpOqvwR1x,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
COvYHuycgfErleRm,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CQqEgwESUwoSlsxE,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CvSn2wckEJa2Xxfn,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CK7QggqqRcWIKdC8,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Covv1qxpsGctabAO,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CNdQxhoR9mCpKm7u,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Coz7sNWGvDQSE4eH,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CTE6mClyr2wMWx2P,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9Fy0BKirEZUBq5k,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CA1EkxWNCqIEmv3x,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CnpftYUZVyT9zkoO,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5i6DGzGs9RbZ1qj,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CrGBOiR8WOliGvmR,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CWXHomez5qBfSkK4,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cs4je5BAvFpcLutW,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CfgNQCepvIexzHFw,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CCjijenF4wwyzJYa,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CNKMXWQzExrcFXNA,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C093yjfvZvUnAc8L,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CBkDTkfjmuUmqUUi,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSfOLhQAExgGKFdu,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CPzzU928Z08w7imN,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cl04ESwJbCU935Kz,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cda2COpvIxyN6t6u,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CaNDW0dw7UR2DzAe,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CuezH5O4Ik0Af95S,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ctx65RPDhtpdhPXt,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSf0MTGkxV0ehJGZ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CuB9ZwNzTjnhEG5j,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CsHTVtGx3W6MXjj2,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CJ5rPf8ifoApbly8,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CB3G0KF9ne6QEM55,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CDaYC8ZePjtefswZ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CGIjE8y6bJQXifHw,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CmNwJ4Wqeo0WDkti,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CAFmC2bwyClCrfVT,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CNGEaq6Q9a1z3Gn8,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CaTLq4ZcXIo0Z9FL,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CMw6MAQvuv14ehxn,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CnMwfKQeor7D7V5v,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CPY9OdUCti9r57Z9,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C1IcXeCFx0cp6oyh,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6XbvZCsRUmvtIbt,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CuMNKkFbd6WXMtVD,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CVH6IZbjJlOwS9NJ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5sGL9ZsYOTW9knF,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C99FdUvKlC84852m,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CepocYNECX6dCIBw,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CediVoTmK68UBC7h,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CtP9cm1jQ6sBH7si,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CCjws0fdNVjjfcgw,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C7HhUF1l7KmYCc0Q,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5jbJKejGuvOd00A,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CXbSfWbSmSqg5i7m,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C0GrRGrJjtaHfIL2,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C0eGzYxfod8UvAf7,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CjIjof4gYN8Pc21U,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CpTm8NeFhlNGv3LS,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CsHgMResXtBNrcaz,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CRclCkK7sIz6GHqk,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CjK4Lh36GZKxXEKU,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CHfeX7upxKQySTwO,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CNs15i0VSndoqdIq,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CXbiUfqXnGDyZQca,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CDlJQSxILlvK8HtO,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CBcWEZYf8fuxbphc,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CE2r8ImLGqubmauY,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CQcOjUkCy7jQXZno,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CpkRjjPDzHIPIHgp,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cm5P1nnLynrcjppS,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CY280ZGsIaFDCgfy,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CPLXbkpSNO7cKdIU,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ct3lq1JfsU9GqE6q,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cq08BNfoIWth5GzA,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C1lTkrZg3OriXNiU,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CnPpjbhCBXsNwUEa,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C7Vvvh29mE175xXz,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CtGsERxeS4pGtwKd,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5W2ZM7N4JceHWNo,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
ClkX3a7AgYCg0xDR,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CAi1KFp8dzn41XcG,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CYgyg6xUL8sxD8Ot,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5leMG4hDk8864wI,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Chj8pkD7yn34aGiB,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5KF50aEnhmCKcwc,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CTFUvo5S0sdEdZOz,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CrlxL0y7NB3q23yU,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6o6md2uYeSiHtkM,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CB9aWllAyBIoIWCt,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CaFmSeBe7XriMjcV,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CTF7w0VaDGhD3Mqo,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cf5Yd85aWjDPbWCy,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9TESvHRkq8pCn5x,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CQniP7JPIm0Mv4mN,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CKPvYUqMcM3zUyhJ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CHq6QSsunrNBLnME,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CXQrjF6xWilWdEAq,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CztOnmCjxR5vPgZR,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CN9E8qtKzYMB6MZn,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cyo7dPNdJTPuleC8,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CzYbphUCZCdQjhcd,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
